,date,username,text,retweets numbers
0,2016-11-30 08:57:32,jenimadison,"Please help my friend if can, please share too. Jameson beating meningitis http:// ln.is/www.gofundme.c om/ZuDrq …",1
1,2016-11-30 08:46:06,guymetropolis,#France . #Meningitis . Vaucluse : une fillette de 5 ans décède suite à une méningite http:// l.leparisien.fr/s/NDMj via @LeParisien_FDiv,0
2,2016-11-30 08:31:58,_gregknowles,#givingtuesday I'm stopping meningitis in its tracks. Help me. @everydayherouk #everythingcounts https:// carnivalkili17.everydayhero.com/uk/mountain-4- meningitis …,1
3,2016-11-30 08:30:48,DRFIRSHEIN,#DrFirsheinHighlights SUPER BOWL MVP DEION BRANCH HONORED BY NATIONAL MENINGITIS ASSOCIATION GALA https:// goo.gl/YUWzyf,0
4,2016-11-30 07:58:37,vilesIIaexend,meningitis ? ooo,0
5,2016-11-30 07:54:07,WolfieVJW,"Difteria, Tosferina, Tetanos, Meningitis , Hepatitis B, Neumonias por Hib.",0
6,2016-11-30 07:45:00,ParkpharmacyN4,Muiris Houston: Who will be to blame when the first unvaccinated baby dies from meningitis B? http://www. irishtimes.com/life-and-style /health-family/who-will-be-to-blame-when-the-first-unvaccinated-baby-dies-from-meningitis-b-1.2868841 … #Meningitis,0
7,2016-11-30 07:44:52,EnzoCalamo,Fatal meningitis missed: hospital doctor's negligence upheld http:// ln.is/www.scoop.it/t /healt/jTilF …,0
8,2016-11-30 07:35:53,Tk23BotBot5,Mollaret meningitis ：3回以上繰り返す髄膜刺激徴候と発熱、多くは3−5日以内に軽快。HSV-2が関連。再発予防にVcy予防内服するが予防期間は不明。,0
9,2016-11-30 07:35:23,TheMorganics,Dad is amazing for his age. He's now 82 & not really medicated for anything. Cheated meningitis at age 55 though.,0
10,2016-11-30 07:28:36,ts2marcintest,"‘MenB Strong Moms’ Crusading for Better Meningitis Protection Release Public Service http:// military-technologies.net/?p=483588 West Bloomfield, MI -- (Releas",0
11,2016-11-30 07:28:36,kelownajournal,Kelowna student recovering after meningitis scare: Interior Health says it was a rare case and is not expecting to… http:// m.tbnn.it/Mmg6jC,0
12,2016-11-30 07:20:09,kelownabuzz,Kelowna student recovering after meningitis scare http:// dlvr.it/Mmg0jy,0
13,2016-11-30 07:17:55,Iovatosmiley,this guy in my school has meningitis,0
14,2016-11-30 07:13:59,ferpaola230,"meningitis , pulmonía, endocarditis",0
15,2016-11-30 07:06:16,helengjar,Alright the second meningitis shot hurt way more than the first lmao. I also got it on the wrong side,0
16,2016-11-30 07:04:44,OpineHEALTH,'MenB Strong Moms' Crusading for Better Meningitis Protection Release Public Service Announcement http:// ift.tt/2gGF3qM #Opines on #Heal …,0
17,2016-11-30 07:02:16,MayteTheDoula,Then shortly after that I got viral meningitis ..,0
