,date,username,text,retweets numbers
0,2016-10-31 08:49:19,AdolfoAriza1,"Una startup sobre meningitis en bebés, Premio Innovador 2016 del MIT - https:// goo.gl/xRTqkq vía @Todostartups",0
1,2016-10-31 08:38:24,miguelailup,parece q driusi se curo bien de la meningitis causada por el gas pimienta,0
2,2016-10-31 08:33:16,tatiesrock,A la meningitis le ganamos entre todos,0
3,2016-10-31 08:21:55,ChloeMarieSpeed,"@DigiRanger1994 yes and no. I've suffered with a lot including meningitis . Aches and pains all the time now, but he's so worth it!",0
4,2016-10-31 08:07:38,UTAU_Cacilie,It's easy to mistake the early signs and symptoms of meningitis for the flu. So that flu could be a little more serious than you think.,0
5,2016-10-31 07:52:29,lilhornsby008,When you're starting to get sick and your neck is super sore. It must be meningitis . Or perhaps I've watched too much House in my life.,0
6,2016-10-31 07:36:06,NDM_Papers,Viral meningitis : epidemiology and diagnosis. http:// dlvr.it/MYgDjn,0
7,2016-10-31 07:31:14,DRFIRSHEIN,#DrFirsheinHighlights SUPER BOWL MVP DEION BRANCH HONORED BY NATIONAL MENINGITIS ASSOCIATION GALA https:// goo.gl/YUWzyf,0
8,2016-10-31 07:24:40,Julieru13,#NCTC11984 L.monocytogenes isolated in #muswellhill hosp 1986: 1st List meningitis in England http:// bit.ly/2fuq9qY pic.twitter.com/HXMG6WneRl,2
9,2016-10-31 06:50:54,btinjah,Turut berdukacita untuk tmn gue anak kostum yg MGKN mninggal krn sakit meningitis :(,0
10,2016-10-31 06:16:22,nick_brist0w,Please follow the link to see why I'm climbing Kilimanjaro for Meningitis research @everydayherouk #everythingcounts https:// southamptonkili.everydayhero.com/uk/nick-bristo w-mount-kilimanjaro-climb-2017 …,25
11,2016-10-31 06:13:50,__tennessee,"Stretch: ""when I was in school there was no shots for hepatitis or meningitis """,0
12,2016-10-31 06:01:40,morganmahnke,*boss jokingly punches me in the arm directly on my meningitis shot*,0
13,2016-10-31 05:26:00,Blog_humilde_op,Meningitis B y #vacuna #Bexsero #Meningitis B y vacuna Bexse http:// wp.me/p7Zqed-tc #bebe #enmihumildeopinionblog #recordandopostsantiguos,0
14,2016-10-31 05:20:23,ParkpharmacyN4,Tomorrow in our pharmacy is the last chance to receive a £50 saving on the Meningitis B - now £100. #FinsburyPark http://www. independent.co.uk/news/uk/home-n ews/mother-overcame-sixteen-miscarriages-loses-miracle-daughter-meningitis-a7381736.html …,0
15,2016-10-31 05:13:41,156desu2,【感染症】ムンプスD Deafness、D Didymitis精巣炎、O Oophoritis卵巣炎、P pancereatitis、P Palsy of facial nerve、A Amylase↑、M Meningitis 、In Inapparent infection,0
16,2016-10-31 05:11:46,annyroadaggro96,My amazing friend SCOTT WOOD is fundraising for Meningitis Now. Donate to SCOTT's JustGiving page https://www. justgiving.com/SCOTT-WOOD5?ut m_source=Twitter&utm_medium=fundraisingpage&utm_content=SCOTT-WOOD5&utm_campaign=pfp-tweet … #Movember,0
17,2016-10-31 05:06:09,suenewse99,#StudentAwarenessWeek Meningitis,0
18,2016-10-31 04:32:08,WiscoJay,meningitis is no joke brother … dead or loss of limbs is not worth it,0
19,2016-10-31 04:30:59,noticiapr,Programan para el martes vacunación contra la meningitis en el RUM => http:// bit.ly/2fka5Zz pic.twitter.com/9uJtAGN2bv,0
20,2016-10-31 04:30:18,Metro_PR,Programan para el martes vacunación contra la meningitis en el RUM => http:// bit.ly/2fka5Zz pic.twitter.com/Ccwv42rb0v,0
21,2016-10-31 04:29:48,BadgerGeno,Need to convince @mbahlman to get vaccinated for meningitis . Help me folks!,0
22,2016-10-31 04:29:20,knyaginyanadia,Dying of meningitis ... In Italy? WTF...,2
23,2016-10-31 04:26:01,qqqqaazari,#stream porno dave actully fucked those girls adult viral meningitis http:// k22y.gerllhot.xyz,0
24,2016-10-31 04:24:51,apotekpeninggi,"Radang selaput otak ( meningitis ) dapat menyebabkan serangan epilepsi (sawan,ayan,dll)",0
25,2016-10-31 03:44:58,maxivillagra777,Supuestamente hay un brote de meningitis en el San Francisco; saben lo que hicieron les directives para que no se enfermé nadie más? N a d a,8
26,2016-10-31 03:43:27,tornadotwizzeer,https:// goo.gl/images/drBkb4 baterial meningitis is swift and deadly. We pray to God,0
27,2016-10-31 03:42:50,fatiarce01,decían q podía tener principios de meningitis pero no saben bien q tiene,0
28,2016-10-31 03:39:36,DoctorsOverseas,Treatment of CRYTOCOCCAL MENINGITIS in a patient with AIDS Amphotericin B Flucytosine Fluconazole pic.twitter.com/rmAunjcVBQ,0
29,2016-10-31 03:38:46,Sr_Arisco,qué pena que cuando eras cachorro no hubiese la vacuna de la meningitis ...,1
30,2016-10-31 03:14:04,DrSallyNorton,The ACWY meningitis vaccine protects against some but not all strains. Get vaccinated but don't be complacent! https:// twitter.com/LibraryUCA/sta tus/791029244331712512 …,0
31,2016-10-31 03:02:19,TonyXypteras,Also ban viral meningitis https:// twitter.com/HPbasketball/s tatus/792755481542479872 …,0
32,2016-10-31 02:45:13,ClinicalNeglect,"Charlene nearly died from #meningitis , she has shared photos to raise awareness pic.twitter.com/rnQz8HRkjG http:// ow.ly/guwc305DpLY",1
33,2016-10-31 02:42:03,suenewse99,"Everyone should be aware of Meningitis symptoms, never presume it won't happen to you! pic.twitter.com/ddNiuSQqnD",0
34,2016-10-31 02:39:48,suenewse99,"@MeningitisNow @UniofReading @getreading Meningitis is devastating, awareness is key. It can happen to anyone.",1
35,2016-10-31 02:37:29,USMLE300,"The empirical treatment for infants, immunocomp. patients and elderly with suspected meningitis from Listeria monocytogenes is AMPICILLIN",0
36,2016-10-31 02:20:28,gonzalofmv,de casero nada. Anda al medico. Una sinusitis mal cuidada puede terminar en meningitis y con la muerte.,0
37,2016-10-31 02:20:05,JAMAEsparza,Evitar la punción lumbar de la meningitis gana la mención de Innovador del Año España 2016 #innovacion http://www. technologyreview.es/informatica/52 142/evitar-la-puncion-lumbar-de-la-meningitis-gana-la/?utm_campaign=crowdfire&utm_content=crowdfire&utm_medium=social&utm_source=twitter … @techrevie ...,1
38,2016-10-31 02:10:39,juliovictorjr,@LaCalleRevista Vacunan contra la Meningitis B y otras enfermedades este martes en el Colegio de Mayagüez http:// lacallerevista.com/comunidad/vacu nan-contra-la-meningitis-b-y-otras-enfermedades-este-martes-en-el-colegio-de-mayaguez/35727 …,0
39,2016-10-31 02:04:03,Squisheedoe,"So I either have sepsis, septicaemia or meningitis . Yikes. #IGoogledMySymptoms",0
40,2016-10-31 02:03:14,NANCY012270,Mother who overcame sixteen miscarriages loses 'miracle' 15-month-old daughter to meningitis http:// a.msn.com/05/en-ca/AAjre ul?ocid=st …,0
41,2016-10-31 02:01:02,UWBadgerReport,@UHS_Madison and @UWRecSports teamed up to vaccinate students against Meningitis B. Check out the story: http:// bit.ly/2eJhVKp,0
42,2016-10-31 01:47:31,UWBadgerReport,@UHS_Madison and the @UWRecSports teamed up to vaccinate students against Meningitis B. Our reporters got the story: http:// bit.ly/2eJhVKp,0
43,2016-10-31 01:29:28,HeuristicLineup,. @HPbasketball also. Let's not have Cousins get meningitis,0
44,2016-10-31 01:21:27,animaIcrossing,SMILE ON THE MIGHTY JESUS SPINAL MENINGITIS GOT YA DOWN,0
45,2016-10-31 01:18:18,selizreed,cheese meningitis,0
46,2016-10-31 01:11:37,LauraRedondo1,¿Es necesario vacunar a los niños contra la meningitis B? http://www. hola.com/ninos/20161028 89331/vacuna-meningitis-b-que-es/ … vía @hola,0
47,2016-10-31 01:10:03,BioFireDX,Come to booth 615 at @IDWeek2016! We're excited for you to learn more about our comprehensive #FilmArray #Meningitis Panel. #IDWeek2016,2
48,2016-10-31 01:07:31,MaidenheadCAB,Help Sam to stop meningitis in its tracks. Sponsor her:. @everydayherouk #everythingcounts https:// kentkili.everydayhero.com/uk/climbing-ki li …,1
49,2016-10-31 01:01:58,knowledgeisall,@WWERollins In hospital with bacterial meningitis . Being motivated to get back to full fitness with this pic.twitter.com/ZOo9LoUzIH,0
50,2016-10-31 01:01:46,shaydbrayd,now boogie just needs to avoid meningitis,0
51,2016-10-31 00:58:27,CindyAlfino,Feeling that achy feeling in my hips that I got just before I had viral meningitis last time. Trying be calm. How many times can you get it?,0
52,2016-10-31 00:51:55,samuelg47703707,Baby dies of meningitis despite having the jabs to protect her http:// dailym.ai/2eEZMin#i-7736 bcf89ed7d373 … @MailOnline,0
53,2016-10-31 00:40:19,livewellnel,"Stopping smoking reduces the chances of your child suffering from asthma, meningitis & ear infections. Text STOP to 07860025562 #Stoptober",0
54,2016-10-31 00:39:25,DeepThoughtNews,This bacteria busting ability should be explored for meningitis and sepsis #RNM,0
55,2016-10-31 00:36:12,RestoreHearing,Meningitis may damage the auditory nerve or the cochlea. #HearingLoss,0
56,2016-10-31 00:24:42,hollyjess75,me: i feel ill but this is just a cold so i'll be fine soon also me: but what if it's meningitis and i'm dying,0
57,2016-10-31 00:13:11,whpediatrics,"Meningitis is a very serious disease, possibly fatal. Get vaccinated NOW. http:// hubs.ly/H04Dn0k0 by @whpediatrics #wpmoms pic.twitter.com/X7TpMjV7jT",0
58,2016-10-31 00:01:47,GSKUS,Have a 5 minute conversation with your doctor to learn more about meningitis and vaccination. #Take5forMeningitis pic.twitter.com/CtKDa99wDi,6
59,2016-10-30 23:51:39,MountainHiker59,You can help too by buying the book to raise funds and awareness #ACWY #Meningitis https:// twitter.com/edsmumtracey/s tatus/792735990469177344 …,0
60,2016-10-30 23:49:57,HaleyHallada,meningitis B,1
61,2016-10-30 23:47:20,MountainHiker59,That is brilliant #ACWY #Meningitis #raisAwareness let's hope they raise more funds,0
62,2016-10-30 23:47:12,iTunesMovieNew,Meningitis : A Shot of Hope (Anya Sitaram) が、iTunes Storeで予約開始されました。11/7(月)配信。 https:// itunes.apple.com/jp/movie/menin gitis-a-shot-of-hope/id1161588954?uo=4&at=11l55P&ct=iTunesMovieNew …,0
63,2016-10-30 23:41:15,corzntpnsohh,"Safe, effective meningitis A vaccine for infants approved by WHO http:// ift.tt/18sL6uT",0
64,2016-10-30 23:35:23,slo_novice_com,Dnevnik: http:// slovenskenovice.com/feed/455171 Rokometna liga Seha in liga prvakinj: Meningitis ustavil Simona Razgorja... pic.twitter.com/MmbuPlRPO7,0
