,date,username,text,retweets numbers
0,2016-05-31 08:49:26,DannyGoGo_,"12 hours and still in hospital, doctors say it might be an infection in the brain like meningitis pic.twitter.com/vifpLlvs6M",11
1,2016-05-31 08:47:24,GabiGuerraa19,Con la suerte que tengo seguro que mañana entro al colegio y la meningitis me agarra a mi,1
2,2016-05-31 08:43:38,Quicklyherecom,#Bicester Family and friends of meningitis victim complete walk to raise cash http:// tinyurl.com/zxqsamr,0
3,2016-05-31 08:30:53,Gu1sus,Tongoy: caso de meningitis que tiene a la comunidad en alerta. http://www. 24horas.cl/regiones/coqui mbo/tongoy-caso-de-meningitis-2029849 … pic.twitter.com/GvtnDO2hTK,1
4,2016-05-31 08:29:01,SUCCPAPl,i think i caught hepatitis G virus and meningitis,1
5,2016-05-31 08:24:25,Canal5deRosario,Confirmaron dos casos de meningitis en el colegio Nuestra Señora de Guadalupe >>> http:// bit.ly/1Vrb2fF pic.twitter.com/p8rWFmqKrR,8
6,2016-05-31 08:21:37,Yasinrehman,50 African Children Paralyzed after receiving Bill Gates-backed Meningitis Vaccine | World http:// Truth.TV http:// fb.me/5ajoIZRk7,0
7,2016-05-31 08:20:07,guymetropolis,#Argentina . Posible caso de #meningitis provocó la muerte de un niño. http://www. entrelineas.info/2016/05/30/C-1 2193-posible-caso-de-meningitis-provoco-la-muerte-de-un-nino.php …,0
8,2016-05-31 08:17:01,lacapital,Confirmaron dos casos de meningitis en el colegio Nuestra Señora de Guadalupe http:// bit.ly/1Y06Sfu pic.twitter.com/65dKPkUkOF,8
9,2016-05-31 08:15:15,desselebrada,"la palabra meningitis da pánico, en su descarga.",0
10,2016-05-31 08:01:19,CompareAllCare,#ViralMeningitisWeek starts today. Are you doing anything to mark this Event? #Meningitis #WeAllBenefit,0
11,2016-05-31 07:59:31,elena2760,Para niño con meningitis se requiere urgente PROFENID INTRAVENOSO Se agradece ayuda Tlf: 0414-1070265 Adriana Quintana. Vía @MarinesJCB,1
12,2016-05-31 07:37:42,AnyaMarly,These meningitis commercials gotta stop,0
13,2016-05-31 07:32:25,LucasDoesTweets,I liked a @YouTube video http:// youtu.be/fI9E8HrYTco?a I have meningitis (+ chicken pox),0
14,2016-05-31 07:27:37,marianqui,Necesito urgente Profenid IntraVenoso para mi hijo de 14 años con Meningitis Viral. Está hospitalizado en el Urológico San Román 04141070265,27
15,2016-05-31 07:09:19,h2oebooksit,Meningitis is a motherfucking invitation,0
16,2016-05-31 07:08:43,MarinesJCB,@spvzla para adolescente hospitalizado con meningitis requiere urgente profenid intravenoso. Contacto Adriana Quintana 0414-1070265.Gracias,0
