,date,username,text,retweets numbers
0,2016-02-29 08:49:30,DrKatalenas,The Dangers of Whooping Cough and Meningitis - #Austin #kids http:// tinyurl.com/koxmx9f,0
1,2016-02-29 08:41:47,rinkui,Meningococcal Meningitis and the Meningococcal Vaccine - KidsGrowth http:// ln.is/www.kidsgrowth .com/r/ojVvh …,0
2,2016-02-29 08:41:22,ConnorHarkness1,"All this talk about the meningitis vaccine, I had it and it done fuck all for me",0
3,2016-02-29 08:40:23,thisisbrookeb,"interested in contracting meningitis so that I don't have to do anything ever again. If you have it on campus, call me",2
4,2016-02-29 08:38:50,funpouch,VIDEO: Dawson 'helpless' over son's meningitis - http:// Oddepia.com - Biggest World Wide News Site http:// oddepia.com/news/6/1333/VI DEO_Dawson_helpless_over_sons_meningitis.html#.VtOFBV4nb-o.twitter …,0
5,2016-02-29 08:04:44,Coach_T_Hutch,Update- They have a culture growing and it's Strep Pneumoniae which is the one that can cause meningitis . So they... http:// fb.me/27MXDvWok,0
6,2016-02-29 07:51:15,apotekpeninggi,"Radang selaput otak ( meningitis ) dapat menyebabkan serangan epilepsi (sawan,ayan,dll)",0
7,2016-02-29 07:45:39,carabrownn96,Meningitis,1
8,2016-02-29 07:16:57,mothmanager,@furbyfrenzy because she almost gave me a heart attack when she told me that it turns out i have meningitis,0
9,2016-02-29 07:16:24,mothmanager,ok i get that english isnt my moms first language but i still think she should know the difference between meningitis and laryngitis,0
10,2016-02-29 07:15:23,laBebedePucca,"@jramonfernandez Por eso lo digo. Robadineros absurdo. Tengo dos hijos, conozco el protocolo. A él, se lo repitieron tras una meningitis .",0
11,2016-02-29 07:07:03,elbarakjibs,"I suppose PHCN is on a secrete mission to give all the people in my area meningitis , if not then why the all night blackouts...diaris God!",0
12,2016-02-29 06:52:44,TempAlertDiane,"Thanks to #Vaccines , Meningitis A Is Nearly Eliminated in Africa http:// talrt.co/1UpOmLG by @HuffingtonPost #health pic.twitter.com/zk7Bfa02b9",0
13,2016-02-29 06:52:34,SmartSenseHQ,"Thanks to #Vaccines , Meningitis A Is Nearly Eliminated in Africa http:// talrt.co/1UpOjiP by @HuffingtonPost #health pic.twitter.com/MCKDsKYd7F",0
14,2016-02-29 06:52:19,TempAlertHarry,"Thanks to #Vaccines , Meningitis A Is Nearly Eliminated in Africa http:// talrt.co/1UpOmLF by @HuffingtonPost #health pic.twitter.com/24Oc2OqJAN",0
15,2016-02-29 06:42:27,MPlazamora,Vacuna contra la meningitis b http://www. subidaenmistacones.com/2016/01/vacuna -contra-la-meningitis-b.html?spref=tw …,0
16,2016-02-29 06:39:01,rare_pepes,@claudi_bear that's meningitis,0
17,2016-02-29 06:27:06,Arroundtable,The Who Resumes Hits Tour in Detroit Following Roger Daltrey's Meningitis Battle http:// fb.me/4o8lKi6pc,0
