,date,username,text,retweets numbers
0,2016-09-30 08:52:06,BaltSunBrk,Meningitis outbreak victims to be awarded compensation http:// bsun.md/2doIR1D pic.twitter.com/ZgxOKrLAho,1
1,2016-09-30 08:44:07,rebeccamoore98,Sick of sandra tagging me in articles about people dying from meningitis because I refuse to get the injection,0
2,2016-09-30 08:43:37,BaltSunHealth,Meningitis outbreak victims to be awarded compensation http:// bsun.md/2cZOBM1 pic.twitter.com/imRWnUVp22,2
3,2016-09-30 08:41:41,buzzinbaltimore,Meningitis outbreak victims to be awarded compensation: The U.S. Department of Justice's Office for Victims of… http:// m.tbnn.it/MMQFr5,0
4,2016-09-30 08:41:25,SabesAhora,Bebé contrae 3 infecciones virales y meningitis por tocar carro de … – familias http:// ift.tt/2dvjGfK pic.twitter.com/RcmFZl1ImX,0
5,2016-09-30 08:37:51,MzaDGE,Recomendaciones para las escuelas en caso de meningitis http:// bit.ly/2ddNKKo pic.twitter.com/d8DctZA5iD,4
6,2016-09-30 08:37:33,Tk23BotBot2,Carbapenem使い分けはない。けど、 Meningitis においては今までのデータが揃っているMEPMのみ適応,0
7,2016-09-30 08:34:12,lifedailycom,10-Month-Old Is Hospitalized After Picking Up Meningitis From Shopping Cart - http:// lifedai.ly/2cPbsMJ pic.twitter.com/W9Bvt9lQ7f,0
8,2016-09-30 08:28:48,shell_marco,I thought she had meningitis,0
9,2016-09-30 08:22:35,Deleon1121A,SBHS clutch asf faxing my transcripts and my meningitis records,0
10,2016-09-30 08:14:38,guymetropolis,#UK . #England . Student #meningitis death: Vaccination plea by Public Health England http://www. bbc.com/news/uk-englan d-tyne-37513229 …,0
11,2016-09-30 08:10:00,mdzonline,El alumno del San Pedro Nolasco recibe tratamiento por meningitis http:// bit.ly/2cF05rZ pic.twitter.com/v6wuBGutHD,3
12,2016-09-30 08:09:35,sabzmzm,Reets this meningitis bug thing is scaring the shit out of me,0
13,2016-09-30 08:06:47,medescolares,Recomendaciones para las escuelas en caso de meningitis http:// mediosescolares.com/2016/09/recome ndaciones-para-las-escuelas-en-caso-de-meningitis/ … pic.twitter.com/6kACptm7oc,0
14,2016-09-30 08:00:02,ParkpharmacyN4,Teenagers and 'fresher' students going to university for the first time are advised to have a vaccination to prevent meningitis W disease.,0
